tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
@adbernabe CAP el grande!!! El mejor presidente  de   Venezuela,"['adbernabe', 'cap', 'grande', 'mejor', 'presidente', 'venezuela']",@adbernabe CAP the great!!! The best president of Venezuela.,"['adbernabe', 'cap', 'great', 'best', 'president', 'venezuela']",en contra
@elsantituitea De Venezuela porque nos queda mejor aqu?,"['elsantituitea', 'venezuela', 'queda', 'mejor', 'aqu']",@elsantituitea From Venezuela because it fits us better here.,"['elsantituitea', 'venezuela', 'fits', 'us', 'better']",en contra
@jesus_pinero @eliaspino @thstraka @cguerre4 Me alegra much¡simo leer esto. Hay esperanza en Venezuel,"['jesus', 'pinero', 'eliaspino', 'thstraka', 'cguerre', 'alegra', 'much¡simo', 'leer', 'esperanza', 'venezuel']",@jesus_pinero @eliaspino @thstraka @cguerre4 So glad to read this. There is hope in Venezuela!,"['jesus', 'pinero', 'eliaspino', 'thstraka', 'cguerre', 'glad', 'read', 'hope', 'venezuela']",en contra
@lacocvaldez1 @EL_Lobo_Real ?ndices de pobreza de Venezuela igualan a los pa¡ses africanos y sin esperanza en poder revertir,"['lacocvaldez', 'lobo', 'real', 'ndices', 'pobreza', 'venezuela', 'igualan', 'pa¡ses', 'africanos', 'esperanza', 'poder', 'revertir']",@lacocvaldez1 @EL_Lobo_Real Venezuela's poverty rates equal African countries and without hope in being able to reverse .,"['lacocvaldez', 'el', 'lobo', 'real', 'venezuela', 'poverty', 'rates', 'equal', 'african', 'countries', 'without', 'hope', 'able', 'reverse']",a favor
"@macro_dc @VivaLaUCV @jesusmm1902 Ese chamo est  con el grupito, Venezuela est  mejor. Vamos a trabajar por Venezuela. Pong monos de acuerdo. La verdadera oposici¢n  en 2024 veremos.   Es seguro seguro, de Matraca","['macro', 'dc', 'vivalaucv', 'jesusmm', 'chamo', 'est', 'grupito', 'venezuela', 'est', 'mejor', 'vamos', 'trabajar', 'venezuela', 'pong', 'monos', 'acuerdo', 'verdadera', 'oposici¢n', 'veremos', 'seguro', 'seguro', 'matraca']","@macro_dc @VivaLaUCV @jesusmm1902 That chamo is with the grupito, Venezuela is better. Let's work for Venezuela. Let's get on the same page. The real opposition in 2024 we will see.   It's safe for sure, from Matraca Vecinal.","['macro', 'dc', 'vivalaucv', 'jesusmm', 'chamo', 'grupito', 'venezuela', 'better', 'let', 'work', 'venezuela', 'let', 'get', 'page', 'real', 'opposition', 'see', 'safe', 'sure', 'matraca', 'vecinal']",en contra
"@mteijeiro Con todo lo q les hicieron en Iquique, no sali una tipa diciendo q aquello no era tan malo como quedarse en Venezuela?  Un migrante q viva lejos de su patria despreciado y maltratado, se le enferma el espiritu y as nadie es feliz en ningu","['mteijeiro', 'hicieron', 'iquique', 'sali\x95', 'tipa', 'diciendo', 'aquello', 'tan', 'malo', 'quedarse', 'venezuela', 'migrante', 'viva', 'lejos', 'patria', 'despreciado', 'maltratado', 'enferma', 'espiritu', 'as\x8d', 'nadie', 'feliz', 'ningu']","@mteijeiro With all that they did to them in Iquique, didn't a woman come out saying that it wasn't as bad as staying in Venezuela?  A migrant who lives far from his homeland despised and mistreated, his spirit gets sick and so no one is happy in any coun","['mteijeiro', 'iquique', 'woman', 'come', 'saying', 'bad', 'staying', 'venezuela', 'migrant', 'lives', 'far', 'homeland', 'despised', 'mistreated', 'spirit', 'gets', 'sick', 'one', 'happy', 'coun']",en contra
"@Routinepapi @cachazo_douglas Estados Unidos no tiene autoridad secuestrar a ning£n ciudadano del planeta, usando gobiernos sumisos como el de cabo Verde.  Eso es lo £nico que te tiene que importar.  Alex Saab es el mejor venezolano, pues logr¢ que ","['routinepapi', 'cachazo', 'douglas', 'unidos', 'autoridad', 'secuestrar', 'ning£n', 'ciudadano', 'planeta', 'usando', 'gobiernos', 'sumisos', 'cabo', 'verde', '£nico', 'importar', 'alex', 'saab', 'mejor', 'venezolano', 'pues', 'logr¢']","@Routinepapi @cachazo_douglas The United States has no authority to kidnap any citizen on the planet, using submissive governments like Cape Verde.  That's all you have to care about.  Alex Saab is the best Venezuelan, because he got Venezu.","['routinepapi', 'cachazo', 'douglas', 'united', 'states', 'authority', 'kidnap', 'citizen', 'planet', 'using', 'submissive', 'governments', 'like', 'cape', 'verde', 'care', 'alex', 'saab', 'best', 'venezuelan', 'got', 'venezu']",a favor
"Cada uno, desde los distintos sectores, tenemos el mismo objetivo; satisfacer las necesidades de los venezolanos, y seguiremos trabajando juntos para lograrlo.  ­Felicitaciones por este evento que re£ne lo mejor de la #Venezuela productiva que todos queremos!  #GremiosUn","['cada', 'distintos', 'sectores', 'mismo', 'objetivo', 'satisfacer', 'necesidades', 'venezolanos', 'seguiremos', 'trabajando', 'juntos', 'lograrlo', '\xadfelicitaciones', 'evento', 're£ne', 'mejor', 'venezuela', 'productiva', 'queremos', 'gremiosun']","Each of us, from the different sectors, have the same goal; to satisfy the needs of Venezuelans, and we will continue working together to achieve it. Congratulations for this event that brings together the best of the productive #Venezuela we all want!  #GremiosUnidos","['us', 'different', 'sectors', 'goal', 'satisfy', 'needs', 'venezuelans', 'continue', 'working', 'together', 'achieve', 'congratulations', 'event', 'brings', 'together', 'best', 'productive', 'venezuela', 'want', 'gremiosunidos']",en contra
De todo viajero que haga uso de  Las v¡as y pasos FRONTERIZOS  Es lo que nos queda todav¡a como  Sociedad la lucha es de todos por  Una mejor Venezuela ???? si se  Puede juntos som,"['viajero', 'haga', 'uso', 'v¡as', 'pasos', 'fronterizos', 'queda', 'todav¡a', 'sociedad', 'lucha', 'mejor', 'venezuela', 'si', 'puede', 'juntos', 'som']",From every traveler that makes use of The BORDER crossings and roads Is what we still have left as a Society the fight is of all of us for A better Venezuela ???? si se Puede juntos somos m,"['every', 'traveler', 'makes', 'use', 'border', 'crossings', 'roads', 'still', 'left', 'society', 'fight', 'us', 'better', 'venezuela', 'si', 'se', 'puede', 'juntos', 'somos']",en contra
Feliz y Bendecido d¡a todo lo mejor para este d¡a productivo de la mano de Dios y con fe y trabajo junto a @AlianzaDemocVE para recuperar la libertad de Venezuela y darle a nuestro pueblo una nueva oportuni,"['feliz', 'bendecido', 'd¡a', 'mejor', 'd¡a', 'productivo', 'mano', 'dios', 'fe', 'trabajo', 'junto', 'alianzademocve', 'recuperar', 'libertad', 'venezuela', 'darle', 'pueblo', 'nueva', 'oportuni']",Happy and Blessed day all the best for this productive day hand in hand with God and with faith and work together with @AlianzaDemocVE to recover the freedom of Venezuela and give our people a new opportunity.,"['happy', 'blessed', 'day', 'best', 'productive', 'day', 'hand', 'hand', 'god', 'faith', 'work', 'together', 'alianzademocve', 'recover', 'freedom', 'venezuela', 'give', 'people', 'new', 'opportunity']",en contra
"Sabiendo que no depende solo de m¡, pero ese es mi aporte para ver a mi pa¡s ser incluso mejor de lo que fue y dejarles a mis hijos ese hermoso legado, una Venezuela que les prometa un gran fut","['sabiendo', 'depende', 'solo', 'm¡', 'aporte', 'ver', 'pa¡s', 'ser', 'incluso', 'mejor', 'dejarles', 'hijos', 'hermoso', 'legado', 'venezuela', 'prometa', 'gran', 'fut']","Knowing that it doesn't depend only on me, but that's my contribution to see my country be even better than it was and leave my children that beautiful legacy, a Venezuela that promises them a great future.","['knowing', 'depend', 'contribution', 'see', 'country', 'even', 'better', 'leave', 'children', 'beautiful', 'legacy', 'venezuela', 'promises', 'great', 'future']",en contra
"Y empezar desde cero, siempre es lo mejor, as¡ lo aprend¡ en #Venezuela avancemos y solo por la l¡nea correct","['empezar', 'cero', 'siempre', 'mejor', 'as¡', 'aprend¡', 'venezuela', 'avancemos', 'solo', 'l¡nea', 'correct']","And starting from scratch, is always the best, that's how I learned it in #Venezuela let's move forward and only by the right line ?","['starting', 'scratch', 'always', 'best', 'learned', 'venezuela', 'let', 'move', 'forward', 'right', 'line']",en contra
"@asam_vzla @GustavoZro @HLesbia @ivanbarboza50 @MarleneOrtizAD @hcapriles Te aseguro que los que est n afuera, aunque estn pelando bola, siempre estar n mejor que en Ven","['asam', 'vzla', 'gustavozro', 'hlesbia', 'ivanbarboza', 'marleneortizad', 'hcapriles', 'aseguro', 'est', 'afuera', 'aunque', 'est\x82n', 'pelando', 'bola', 'siempre', 'mejor', 'ven']","@asam_vzla @GustavoZro @HLesbia @ivanbarboza50 @MarleneOrtizAD @hcapriles I assure you that those who are outside, even if they are peeling balls, will always be better off than in Venezuela.","['asam', 'vzla', 'gustavozro', 'hlesbia', 'ivanbarboza', 'marleneortizad', 'hcapriles', 'assure', 'outside', 'even', 'peeling', 'balls', 'always', 'better', 'venezuela']",en contra
"@CMonteroOficial Ven a vivir a Venezuela, a depender del Estado Partido PSUV y a comer los alimentos que tra¡a Saab, mientras se enriquec¡a a costa del hambre de los venezolanos. Ven, as¡ podr s formarte una mejor opini¢n. Te ","['cmonterooficial', 'ven', 'vivir', 'venezuela', 'depender', 'partido', 'psuv', 'comer', 'alimentos', 'tra¡a', 'saab', 'mientras', 'enriquec¡a', 'costa', 'hambre', 'venezolanos', 'ven', 'as¡', 'podr', 'formarte', 'mejor', 'opini¢n']","@CMonteroOficial Come live in Venezuela, depend on the State Party PSUV and eat the food that Saab brought, while he enriched himself at the expense of the hunger of Venezuelans. Come, so you can form a better opinion. We are waiting for you.","['cmonterooficial', 'come', 'live', 'venezuela', 'depend', 'state', 'party', 'psuv', 'eat', 'food', 'saab', 'brought', 'enriched', 'expense', 'hunger', 'venezuelans', 'come', 'form', 'better', 'opinion', 'waiting']",en contra
"@JLMT65 X DESGRACIA DEL MEJOR PAIS DE LA GALAXIA,UN TERRU¥O LLAMADO  VENEZUELA","['jlmt', 'desgracia', 'mejor', 'pais', 'galaxia', 'terru¥o', 'llamado', 'venezuela']","@JLMT65 X DESGRACIA DEL MEJOR PAIS DE LA GALAXIA,UN TERRU¥O LLAMADO VENEZUELA","['jlmt', 'desgracia', 'del', 'mejor', 'pais', 'de', 'la', 'galaxia', 'un', 'terru¥o', 'llamado', 'venezuela']",en contra
"@JosePer09078494 Guardar tu tuit para cuando lo traigan a Venezuela, el que r¡e de £ltimo r¡e mejor ah u para que te qu de claro #EEUUSecuestroA","['joseper', 'guardar\x82', 'tuit', 'traigan', 'venezuela', 'r¡e', '£ltimo', 'r¡e', 'mejor', 'ah', 'qu', 'claro', 'eeuusecuestroa']","@JosePer09078494 I'll save your tweet for when they bring him to Venezuela, he who laughs last laughs best ah u to make it clear #EEUUSecuestroAAlexSaab","['joseper', 'save', 'tweet', 'bring', 'venezuela', 'laughs', 'last', 'laughs', 'best', 'ah', 'make', 'clear', 'eeuusecuestroaalexsaab']",en contra
"@juaquingerardo El d¡a que extraditen a esa rata, Venezuela vivir  su momento m s glorioso. El socialismo habr  acabado finalmente y el pa¡s se enrumbar  a un destino mejor, como el de Singapur o cualquier otro tig","['juaquingerardo', 'd¡a', 'extraditen', 'rata', 'venezuela', 'vivir', 'momento', 'glorioso', 'socialismo', 'habr', 'acabado', 'finalmente', 'pa¡s', 'enrumbar', 'destino', 'mejor', 'singapur', 'cualquier', 'tig']","@juaquingerardo The day they extradite that rat, Venezuela will live its most glorious moment. Socialism will finally be over and the country will be on its way to a better destiny, like Singapore or any other Asian tiger.","['juaquingerardo', 'day', 'extradite', 'rat', 'venezuela', 'live', 'glorious', 'moment', 'socialism', 'finally', 'country', 'way', 'better', 'destiny', 'like', 'singapore', 'asian', 'tiger']",en contra
"@MiliberMancilla Tanta quejadera..!  Seguramente en otro pa¡s, es mejor, la gasolina, el mantenimiento, el seguro, entre otros... Venezuela es un pa¡s de oportunidades y seguramente mejorar  para el bien de todos y to","['milibermancilla', 'tanta', 'quejadera', 'seguramente', 'pa¡s', 'mejor', 'gasolina', 'mantenimiento', 'seguro', 'venezuela', 'pa¡s', 'oportunidades', 'seguramente', 'mejorar', 'bien', 'to']","@MiliberMancilla So much complaining... !  Surely in another country, is better, gasoline, maintenance, insurance, among others.... Venezuela is a country of opportunities and surely it will improve for the good of all and all.....","['milibermancilla', 'much', 'complaining', 'surely', 'another', 'country', 'better', 'gasoline', 'maintenance', 'insurance', 'among', 'others', 'venezuela', 'country', 'opportunities', 'surely', 'improve', 'good']",en contra
"@RoiLopezRivas En Venezuela, el pueblo tiene 22 a¤os, teniendo por su vida. Cu l es el problema. C¢mo es que di""lo que es igual no es trampa"". Tambin aplica aquello de..""lo que es bueno para el pavo, tambin lo es para la pa"". O sea????","['roilopezrivas', 'venezuela', 'pueblo', 'a¤os', 'vida', 'cu', 'problema', 'c¢mo', 'di', 'igual', 'trampa', 'tambi\x82n', 'aplica', 'aquello', 'bueno', 'pavo', 'tambi\x82n', 'pa']","@RoiLopezRivas In Venezuela, the people are 22 years old, having for their lives. What is the problem. How come you say. ""what is equal is not cheating"". It also applies that of... ""what is good for the turkey is also good for the kettle"". That is to say?","['roilopezrivas', 'venezuela', 'people', 'years', 'old', 'lives', 'problem', 'come', 'say', 'equal', 'cheating', 'also', 'applies', 'good', 'turkey', 'also', 'good', 'kettle', 'say']",en contra
Aqu¡ hay una gente que ama tanto EEUU que deben querer el puesto de Saab y todo. Creo que son capaces de decir que mejor est n en una c rcel estadounidense que en Ven,"['aqu¡', 'gente', 'ama', 'eeuu', 'deben', 'querer', 'puesto', 'saab', 'creo', 'capaces', 'decir', 'mejor', 'est', 'rcel', 'estadounidense', 'ven']",There are some people here who love the US so much that they must want Saab's job and everything. I think they are able to say that they are better off in a US jail than in Venezuela,"['people', 'love', 'us', 'much', 'must', 'want', 'saab', 'job', 'everything', 'think', 'able', 'say', 'better', 'us', 'jail', 'venezuela']",en contra
"Aqui no tenemos problemas, aqu¡ no tenemos absolutamente nada malo, recuerde, esta es la mejor Venezuela, que hemos vivido y que haya existid","['aqui', 'problemas', 'aqu¡', 'absolutamente', 'malo', 'recuerde', 'mejor', 'venezuela', 'vivido', 'existid']","Here we have no problems, here we have absolutely nothing wrong, remember, this is the best Venezuela, that we have lived and that has ever existed.","['problems', 'absolutely', 'nothing', 'wrong', 'remember', 'best', 'venezuela', 'lived', 'ever', 'existed']",en contra
"Esa es nuestra gente de @caritasdevzla @CaritasMerida . La otra cara de Venezuela. La de la esperanza, la fe, la resiliencia y el alegr¡a de servi","['gente', 'caritasdevzla', 'caritasmerida', 'cara', 'venezuela', 'esperanza', 'fe', 'resiliencia', 'alegr¡a', 'servi']","That's our people from @caritasdevzla @CaritasMerida . The other face of Venezuela. That of hope, faith, resilience and the joy of serving. ","['people', 'caritasdevzla', 'caritasmerida', 'face', 'venezuela', 'hope', 'faith', 'resilience', 'joy', 'serving']",en contra
no marico yo mejor me porto bien pq si as¡ est  el clima en venezuela no me imagino en el infierno no pa,"['marico', 'mejor', 'porto', 'bien', 'pq', 'si', 'as¡', 'est', 'clima', 'venezuela', 'imagino', 'infierno', 'pa']",no marico yo mejor me porto bien pq si as¡ est  el clima en venezuela no me imagino en el infierno no pa,"['marico', 'yo', 'mejor', 'porto', 'bien', 'pq', 'si', 'as¡', 'est', 'el', 'clima', 'en', 'venezuela', 'imagino', 'en', 'el', 'infierno', 'pa']",en contra
Que dios bendiga nuestra ???? que este d¡a sea el principio de muchos cambios para el sufrimiento que llevamos d¡a a d¡a y todos los que seguimos en este bello pa¡s podamos llevar una mejor vida y que nuestros hijos puedan realizar un futuro mejor unid,"['dios', 'bendiga', 'd¡a', 'principio', 'cambios', 'sufrimiento', 'llevamos', 'd¡a', 'd¡a', 'seguimos', 'bello', 'pa¡s', 'podamos', 'llevar', 'mejor', 'vida', 'hijos', 'puedan', 'realizar', 'futuro', 'mejor', 'unid']",May god bless our ???? may this day be the beginning of many changes for the suffering that we carry day by day and all of us who are still in this beautiful country can lead a better life and that our children can realize a better future united for V,"['may', 'god', 'bless', 'may', 'day', 'beginning', 'many', 'changes', 'suffering', 'carry', 'day', 'day', 'us', 'still', 'beautiful', 'country', 'lead', 'better', 'life', 'children', 'realize', 'better', 'future', 'united']",en contra
