date,username,tweet,tweet_translated,sentimiento,opinion
10/14/2021,lsierra66,Venezolano: ser humano pensante que reconoce debilidades y asume su responsabilidad ante el mundo en admitir que Venezuela no es el mejor pa°s y que su cultura no es un todo sino una variante de muchas culturas.  Realista y a veces pesimist,Venezuelan: a thinking human being who recognizes weaknesses and assumes his responsibility before the world in admitting that Venezuela is not the best country and that its culture is not a whole but a variant of many cultures.  Realistic and sometimes pessimistic.,felicidad,neutro
10/15/2021,juanfersaca,"#15Oct| Participemos todos en el cambio para una mejor Venezuela y pensemos en el futuro de nuestra naci¢n para la prosperidad que le esperan a todos los venezolanos. No dudes en ejercer tu derecho al voto y sal este #21Nov elije y #VotaAbajoYEnElCentro  ≠Vota Verde, Vota Co","#15Oct| Let's all participate in the change for a better Venezuela and let's think about the future of our nation for the prosperity that awaits all Venezuelans. Do not hesitate to exercise your right to vote and go out this #21Nov elije and #VotaAbajoYEnElCentro Vote Green, Vote Copei!",felicidad,en contra
10/15/2021,tulio_gudino,@adbernabe CAP el grande!!! El mejor presidente  de   Venezuela,@adbernabe CAP the great!!! The best president of Venezuela.,felicidad,en contra
10/15/2021,laespergesia,@elsantituitea De Venezuela porque nos queda mejor aqu?,@elsantituitea From Venezuela because it fits us better here.,felicidad,en contra
10/15/2021,ablena,@jesus_pinero @eliaspino @thstraka @cguerre4 Me alegra much°simo leer esto. Hay esperanza en Venezuel,@jesus_pinero @eliaspino @thstraka @cguerre4 So glad to read this. There is hope in Venezuela!,felicidad,en contra
10/15/2021,mtmnicolas,@lacocvaldez1 @EL_Lobo_Real ?ndices de pobreza de Venezuela igualan a los pa°ses africanos y sin esperanza en poder revertir,@lacocvaldez1 @EL_Lobo_Real Venezuela's poverty rates equal African countries and without hope in being able to reverse .,tristeza,a favor
10/15/2021,elgabouniko,"@macro_dc @VivaLaUCV @jesusmm1902 Ese chamo est† con el grupito, Venezuela est† mejor. Vamos a trabajar por Venezuela. Pong†monos de acuerdo. La verdadera oposici¢n  en 2024 veremos.   Es seguro seguro, de Matraca","@macro_dc @VivaLaUCV @jesusmm1902 That chamo is with the grupito, Venezuela is better. Let's work for Venezuela. Let's get on the same page. The real opposition in 2024 we will see.   It's safe for sure, from Matraca Vecinal.",felicidad,en contra
10/15/2021,elenadetorres3,"@mteijeiro Con todo lo q les hicieron en Iquique, no saliï una tipa diciendo q aquello no era tan malo como quedarse en Venezuela?  Un migrante q viva lejos de su patria despreciado y maltratado, se le enferma el espiritu y asç nadie es feliz en ningu","@mteijeiro With all that they did to them in Iquique, didn't a woman come out saying that it wasn't as bad as staying in Venezuela?  A migrant who lives far from his homeland despised and mistreated, his spirit gets sick and so no one is happy in any coun",felicidad,en contra
10/15/2021,enniodm,"@Routinepapi @cachazo_douglas Estados Unidos no tiene autoridad secuestrar a ning£n ciudadano del planeta, usando gobiernos sumisos como el de cabo Verde.  Eso es lo £nico que te tiene que importar.  Alex Saab es el mejor venezolano, pues logr¢ que ","@Routinepapi @cachazo_douglas The United States has no authority to kidnap any citizen on the planet, using submissive governments like Cape Verde.  That's all you have to care about.  Alex Saab is the best Venezuelan, because he got Venezu.",tristeza,a favor
10/15/2021,carfernandezga,"Cada uno, desde los distintos sectores, tenemos el mismo objetivo; satisfacer las necesidades de los venezolanos, y seguiremos trabajando juntos para lograrlo.  ≠Felicitaciones por este evento que re£ne lo mejor de la #Venezuela productiva que todos queremos!  #GremiosUn","Each of us, from the different sectors, have the same goal; to satisfy the needs of Venezuelans, and we will continue working together to achieve it. Congratulations for this event that brings together the best of the productive #Venezuela we all want!  #GremiosUnidos",felicidad,en contra
10/15/2021,carlosz64144638,De todo viajero que haga uso de  Las v°as y pasos FRONTERIZOS  Es lo que nos queda todav°a como  Sociedad la lucha es de todos por  Una mejor Venezuela ???? si se  Puede juntos som,From every traveler that makes use of The BORDER crossings and roads Is what we still have left as a Society the fight is of all of us for A better Venezuela ???? si se Puede juntos somos m,tristeza,en contra
10/15/2021,mydonascimento,Feliz y Bendecido d°a todo lo mejor para este d°a productivo de la mano de Dios y con fe y trabajo junto a @AlianzaDemocVE para recuperar la libertad de Venezuela y darle a nuestro pueblo una nueva oportuni,Happy and Blessed day all the best for this productive day hand in hand with God and with faith and work together with @AlianzaDemocVE to recover the freedom of Venezuela and give our people a new opportunity.,felicidad,en contra
10/15/2021,carolinardobleg,"Sabiendo que no depende solo de m°, pero ese es mi aporte para ver a mi pa°s ser incluso mejor de lo que fue y dejarles a mis hijos ese hermoso legado, una Venezuela que les prometa un gran fut","Knowing that it doesn't depend only on me, but that's my contribution to see my country be even better than it was and leave my children that beautiful legacy, a Venezuela that promises them a great future.",tristeza,en contra
10/15/2021,felipbnitz,"Y empezar desde cero, siempre es lo mejor, as° lo aprend° en #Venezuela avancemos y solo por la l°nea correct","And starting from scratch, is always the best, that's how I learned it in #Venezuela let's move forward and only by the right line ?",felicidad,en contra
10/16/2021,rgtl1950,"@asam_vzla @GustavoZro @HLesbia @ivanbarboza50 @MarleneOrtizAD @hcapriles Te aseguro que los que est†n afuera, aunque estÇn pelando bola, siempre estar†n mejor que en Ven","@asam_vzla @GustavoZro @HLesbia @ivanbarboza50 @MarleneOrtizAD @hcapriles I assure you that those who are outside, even if they are peeling balls, will always be better off than in Venezuela.",felicidad,en contra
10/16/2021,gabocastroa,"@CMonteroOficial Ven a vivir a Venezuela, a depender del Estado Partido PSUV y a comer los alimentos que tra°a Saab, mientras se enriquec°a a costa del hambre de los venezolanos. Ven, as° podr†s formarte una mejor opini¢n. Te ","@CMonteroOficial Come live in Venezuela, depend on the State Party PSUV and eat the food that Saab brought, while he enriched himself at the expense of the hunger of Venezuelans. Come, so you can form a better opinion. We are waiting for you.",felicidad,en contra
10/16/2021,soychavezradica,"@JLMT65 X DESGRACIA DEL MEJOR PAIS DE LA GALAXIA,UN TERRU•O LLAMADO  VENEZUELA","@JLMT65 X DESGRACIA DEL MEJOR PAIS DE LA GALAXIA,UN TERRU•O LLAMADO VENEZUELA",ira,en contra
10/16/2021,jhosming,"@JosePer09078494 GuardarÇ tu tuit para cuando lo traigan a Venezuela, el que r°e de £ltimo r°e mejor ah u para que te qu de claro #EEUUSecuestroA","@JosePer09078494 I'll save your tweet for when they bring him to Venezuela, he who laughs last laughs best ah u to make it clear #EEUUSecuestroAAlexSaab",felicidad,en contra
10/16/2021,cyber_macrow,"@juaquingerardo El d°a que extraditen a esa rata, Venezuela vivir† su momento m†s glorioso. El socialismo habr† acabado finalmente y el pa°s se enrumbar† a un destino mejor, como el de Singapur o cualquier otro tig","@juaquingerardo The day they extradite that rat, Venezuela will live its most glorious moment. Socialism will finally be over and the country will be on its way to a better destiny, like Singapore or any other Asian tiger.",tristeza,en contra
10/16/2021,bjosner,"@MiliberMancilla Tanta quejadera..!  Seguramente en otro pa°s, es mejor, la gasolina, el mantenimiento, el seguro, entre otros... Venezuela es un pa°s de oportunidades y seguramente mejorar† para el bien de todos y to","@MiliberMancilla So much complaining... !  Surely in another country, is better, gasoline, maintenance, insurance, among others.... Venezuela is a country of opportunities and surely it will improve for the good of all and all.....",ira,en contra
10/16/2021,mcrt2010,"@RoiLopezRivas En Venezuela, el pueblo tiene 22 a§os, teniendo por su vida. Cu†l es el problema. C¢mo es que di""lo que es igual no es trampa"". TambiÇn aplica aquello de..""lo que es bueno para el pavo, tambiÇn lo es para la pa"". O sea????","@RoiLopezRivas In Venezuela, the people are 22 years old, having for their lives. What is the problem. How come you say. ""what is equal is not cheating"". It also applies that of... ""what is good for the turkey is also good for the kettle"". That is to say?",miedo,en contra
10/16/2021,madf9,Aqu° hay una gente que ama tanto EEUU que deben querer el puesto de Saab y todo. Creo que son capaces de decir que mejor est†n en una c†rcel estadounidense que en Ven,There are some people here who love the US so much that they must want Saab's job and everything. I think they are able to say that they are better off in a US jail than in Venezuela,tristeza,en contra
10/16/2021,gibevillareal,"Aqui no tenemos problemas, aqu° no tenemos absolutamente nada malo, recuerde, esta es la mejor Venezuela, que hemos vivido y que haya existid","Here we have no problems, here we have absolutely nothing wrong, remember, this is the best Venezuela, that we have lived and that has ever existed.",felicidad,en contra
10/16/2021,jeanettececilia,"Esa es nuestra gente de @caritasdevzla @CaritasMerida . La otra cara de Venezuela. La de la esperanza, la fe, la resiliencia y el alegr°a de servi","That's our people from @caritasdevzla @CaritasMerida . The other face of Venezuela. That of hope, faith, resilience and the joy of serving. ",felicidad,en contra
10/16/2021,missatomicx,no marico yo mejor me porto bien pq si as° est† el clima en venezuela no me imagino en el infierno no pa,no marico yo mejor me porto bien pq si as° est† el clima en venezuela no me imagino en el infierno no pa,miedo,en contra
10/16/2021,barcos31,Que dios bendiga nuestra ???? que este d°a sea el principio de muchos cambios para el sufrimiento que llevamos d°a a d°a y todos los que seguimos en este bello pa°s podamos llevar una mejor vida y que nuestros hijos puedan realizar un futuro mejor unid,May god bless our ???? may this day be the beginning of many changes for the suffering that we carry day by day and all of us who are still in this beautiful country can lead a better life and that our children can realize a better future united for V,felicidad,en contra
10/17/2021,jetorresv,"@ConejeroC @robertodeniz RESPETO con quienes luchan por una Venezuela mejor. Donde se cumpla la CRBV cuya m†xima expresi¢n de principios  resalta la Democracia, el Estado de Derecho, la Justicia y Bienestar Socioeconomico, Libertad de Expresi¢n, EL ","@ConejeroC @robertodeniz RESPECT with those who fight for a better Venezuela. Where the CRBV is fulfilled, whose maximum expression of principles highlights Democracy, Rule of Law, Justice and Socioeconomic Welfare, Freedom of Expression, THE RIGHT to Fre",felicidad,en contra
